dialog_id,utterance_index,speaker,text
CCPE-a384a,16,USER,"I like the movie because it had good music in it. It was It was a superhero movie, which I don't really care for too much. But it was a unique one. The story was really cool."
CCPE-a384a,17,ASSISTANT,have you seen zootopia?
CCPE-a384a,18,USER,Yes.
CCPE-a384a,19,ASSISTANT,what did you like or dislike about this kind of movies?
CCPE-a384a,20,USER,"I liked it. I thought it was pretty average. It was cute. It was a child movie. It had a good message on it. And it was a little bit, you know, simple and childlike for me. But overall it was it was all right. It was good."
CCPE-a384a,21,ASSISTANT,"okay, thanks"
CCPE-008c2,0,ASSISTANT,What type of movies do you enjoy?
CCPE-008c2,1,USER,"comedies, thrillers, suspense"
CCPE-008c2,2,ASSISTANT,What appeals to you with these type of movies?
CCPE-008c2,3,USER,"I like to laugh, I like to be in suspense, and I like thrillers."
CCPE-008c2,4,ASSISTANT,Is there a specific movie you enjoy from these genres?
CCPE-008c2,5,USER,The Avengers
CCPE-008c2,6,ASSISTANT,What did you like about this movie?
CCPE-008c2,7,USER,I like that it's sci-fi. I've always liked Marvel comics and the characters.
CCPE-008c2,8,ASSISTANT,Are there any type of movies that you don't enjoy?
CCPE-008c2,9,USER,dramas
CCPE-008c2,10,USER,musicals
CCPE-008c2,11,ASSISTANT,What about these movies is unappealing?
CCPE-008c2,12,USER,"Dramas tend to make me cry, and I don't like to get emotional."
CCPE-008c2,13,ASSISTANT,Is there a specific movie that you heavily dislike?
CCPE-008c2,14,USER,No.
CCPE-008c2,15,ASSISTANT,Have you seen Thor: Ragnarok
CCPE-008c2,16,USER,Yes.
CCPE-008c2,17,ASSISTANT,What did you enjoy or not enjoy about this movie?
CCPE-008c2,18,USER,"I've always enjoyed the Marvel comics. And I used to read Thor as a kid, and I love the action in it."
CCPE-008c2,19,ASSISTANT,Thank you for your help and have a wonderful day!
CCPE-1b5c1,0,ASSISTANT,Hello. I’d like to discuss your movie preferences. OK?
CCPE-1b5c1,1,USER,"Yeah, I like superhero movies."
CCPE-1b5c1,2,ASSISTANT,what do you like about them?
CCPE-1b5c1,3,USER,"I like the fantasy, how it brings me to a greater joy and puts the ability of thinking that you can do anything if you put your mind to it."
CCPE-1b5c1,4,ASSISTANT,Whats your favorite superhero movie?
CCPE-1b5c1,5,USER,Superman
CCPE-1b5c1,6,ASSISTANT,why is that your favorite?
CCPE-1b5c1,7,USER,"He always does the right thing, even though he could just kill people. He just tries to uplift them and like make them be better, and just is a good person, and that just gives me hope for humanity."
CCPE-1b5c1,8,ASSISTANT,Nice. Can you tell me a movie you did not like?
CCPE-1b5c1,9,USER,I did not like Weekend at Bernie's.
CCPE-1b5c1,10,ASSISTANT,how come?
CCPE-1b5c1,11,USER,It just I don't like the idea of death and how it like franchises it or makes it like a cool thing and funny. It shouldn't be like that when you're dealing with someone who's dying.
CCPE-1b5c1,12,ASSISTANT,I see. How did you feel about Venom?
CCPE-1b5c1,13,USER,"I haven't seen it yet, but I will go and see it cuz it seems like it might be It's going to be up my alley with stuff that I watch and like."
CCPE-1b5c1,14,ASSISTANT,hmm. What about Bridesmaids?
CCPE-1b5c1,15,USER,"Yeah, loved it. It was like one of my favorite things ever. So funny and just like bad ass."
CCPE-1b5c1,16,ASSISTANT,Awesome. Thanks for your input today
CCPE-1b5c1,17,USER,Thank you.
CCPE-94abb,0,ASSISTANT,can you tell me what types of movies you like?
CCPE-94abb,1,USER,"I like mystery movies, not romance movies, and yeah."
CCPE-94abb,2,ASSISTANT,"ok, what about those types of movies do you like?"
CCPE-94abb,3,USER,"Oh, I love romance movies, love them. Love the plot, I love you know, the acting is great. I love the female driven characters and i love the resolutions."
CCPE-94abb,4,ASSISTANT,"got it, can you name a specific film you really enjoyed and why you enjoyed it?"
CCPE-94abb,5,USER,"Yeah. I liked 40-Year-Old Virgin. Really like that movie because it was a really funny, good Steve Carell flick."
CCPE-94abb,6,USER,I watched it on a network. I didn't like watched it on online or out of theater I watched it on a TV network.
CCPE-94abb,7,ASSISTANT,"ok, can you tell me what types of movies you don't like?"
CCPE-94abb,8,USER,"Well, I can tell you I don't like action movies. Too much action for this soul."
CCPE-94abb,9,ASSISTANT,"ok, the action scenes don't excite you?"
CCPE-94abb,10,USER,"No. No, they don't They don't do it for me. No, I never get stimulated at the action scenes."
CCPE-94abb,11,ASSISTANT,"got it, can you name a film you didn't like? it doesn't have to be an action movie but it can be"
CCPE-94abb,12,USER,I didn't like.
CCPE-94abb,13,USER,"Let me Let me think, a movie I didn't like."
CCPE-94abb,14,USER,I try not to watch like bad movies.
CCPE-94abb,15,USER,"Oh, I didn't like Sandlot I guess."
CCPE-94abb,16,USER,That's way back though.
CCPE-94abb,17,ASSISTANT,"ok, no problem, can you tell me have you seen the movie star wars"
CCPE-94abb,18,USER,"Oh yes. I like Star Wars, yeah. Yeah, I saw the first one for a a class I took in college, but I never I never saw I don't think I saw any of the rest of them, but now the first one. Now the first one was really good. First one was really good but"
CCPE-94abb,19,USER,I don't know. I think they're still coming out with Star Wars movies in today.
CCPE-94abb,20,ASSISTANT,"ok, what about the first movie did you like?"
CCPE-94abb,21,USER,I thought the plot was good.
CCPE-51799,0,ASSISTANT,What type of movies do you enjoy?
CCPE-51799,1,USER,I really like action movies.
CCPE-51799,2,ASSISTANT,What appeals to you with these type of movies?
CCPE-51799,3,USER,"They are exciting, sort of like nonstop, has a really good sort of speed to them. They're just not at all boring. They're also They don't tend to be realistic, so they don't remind you of anything about everyday life, so it's a good escape, and usually an exciting one that you can really ride out and you know, and watch and be engaged for 2 hours."
CCPE-51799,4,ASSISTANT,The adrenaline rush from these movies definitely draws people in
CCPE-51799,5,USER,Exactly.
CCPE-51799,6,ASSISTANT,Is there a specific movie you enjoy from this genre?
CCPE-51799,7,USER,Sure. I love Gone in 60 Seconds.
CCPE-51799,8,ASSISTANT,What did you like about this movie?
CCPE-51799,9,USER,"that has an ensemble cast that really works. It's clever we don't have a ton or at the time we didn't have a ton of action movies that were based around cars and car chases. So, it was a little different. And so the action was a little bit different and it was sort it was exciting to watch the car chases. So, it really worked. And it was it was pretty well written."
CCPE-51799,10,USER,"I mean the acting was excellent, and the writing was pretty good, so it was it was enjoyable action film but also one that was not as familiar as they had been making at that point. We had way more in recent years but at that time it was fairly original."
CCPE-51799,11,ASSISTANT,A cast can definitely factor into a movie's success and a great story definitely needs to be there too
CCPE-51799,12,USER,Yes.
CCPE-51799,13,ASSISTANT,Are there any type of movies that you don't enjoy?
CCPE-51799,14,USER,I don't like horror films.
CCPE-51799,15,ASSISTANT,What about these movies is unappealing?
CCPE-51799,16,USER,"I'm not really a fan of scaring myself while watching a film. I like to just be able to enjoy it. And for the most part, a scary movie will literally scare me, possibly cause nightmares, so it's not something that I typically go into enjoying. It's something I go into with trepidation. So it sort of defeats the purpose. I I consider movies an enjoyment, so it really does defeat the purpose for me to be watching a scary movie."
CCPE-51799,17,ASSISTANT,Is there a specific movie that you heavily dislike?
CCPE-51799,18,ASSISTANT,What do you dislike about this movie?
CCPE-51799,19,USER,"So Olympus has Fallen is a action film that is around the white house that's not particularly good and it takes itself way too seriously. So even if it was decent enough it's not realistic enough for it to be taken as seriously as it was taking itself. So, it doesn't really work. I I completely confused the cast. The supporting cast is better than the leaders."
CCPE-51799,20,ASSISTANT,Have you seen Black Panther?
CCPE-51799,21,USER,I have.
CCPE-51799,22,ASSISTANT,What did you like or dislike about this title?
CCPE-51799,23,USER,"Black Panther is excellent. It's fantastic that it was a black cast, African American cast that is a superhero. It's just never They never have done it before. So it was refreshing. It was great to see. It was inspiring to see, and the movie was actually great. It wasn't even like it was some sort of a downgrade. It was an upgrade for superhero movies."
CCPE-51799,24,USER,"So, the the acting is fantastic, the story line fantastic, it was all around excellent movie."
CCPE-51799,25,ASSISTANT,It's definitely nice to see something new that is uplifting for people
CCPE-51799,26,USER,Yes.
CCPE-51799,27,ASSISTANT,Thank you for your time and have a great day! Bye!
CCPE-51799,28,USER,"Thanks. You, too."
CCPE-7b258,0,ASSISTANT,What kind of movies do you normally watch?
CCPE-7b258,1,USER,I watch a lot of comedies.
CCPE-7b258,2,ASSISTANT,Whats your favorite comedy movie?
CCPE-7b258,3,USER,My favorite is going to probably be Best in Show.
CCPE-7b258,4,USER,"But that's a pretty that's I don't know, it's a smaller movie. I can name a more well known movie too."
CCPE-7b258,5,ASSISTANT,Why is it your favorite?
CCPE-7b258,6,USER,"It is so excellent. It's hilarious while being clever and sort of subtle. It's The style of the movie is a mockumentary, so what it's mocking it pulls off extremely well, and the cast is just superb."
CCPE-7b258,7,ASSISTANT,What movies do you tend to stay away from?
CCPE-7b258,8,USER,"if there's a certain type that I stay away from, outside of I stay away from horror films for sure. Scary kind of movies are not my thing. I'm also not the biggest fan of tear jerkers."
CCPE-7b258,9,ASSISTANT,What was the last movie that was disappointing?
CCPE-7b258,10,USER,Die Hard 5. A Good Day to Die Hard. That was disappointing.
CCPE-7b258,11,ASSISTANT,What made it so bad?
CCPE-7b258,12,USER,"So A Good Day to Day Hard is the part of Die Hard series so this is actually the fifth movie in the series, not only is it by far the worst, it is"
CCPE-7b258,13,USER,"Probably the weakest storyline, the one that doesn't use the sort of lead character of the series, John McClane, which is played by Bruce Willis well. It had good action. That was basically all it had going for it, but even then, it just It just wasn't great. It was I think the wrong setting. I think a lot of A lot of bad choices for that movie."
CCPE-7b258,14,ASSISTANT,Have you seen Reservoir Dogs?
CCPE-7b258,15,USER,"No, I've seen plenty of other Tarantino movies, but not that one."
CCPE-7b258,16,ASSISTANT,What do you think about the movie Aliens?
CCPE-7b258,17,USER,"Woo, really too scary for me. I know it's an excellent movie, but too scary for me in general."
CCPE-7b258,18,ASSISTANT,What did you like about it?
CCPE-7b258,19,USER,"Not much. I really haven't seen the entire thing. Sigourney Weaver's excellent, but in general, entirely too scary for me. I'd I'd have nightmares about that."
CCPE-7b258,20,ASSISTANT,"Thank you for your input, have a great day"
CCPE-84679,0,ASSISTANT,What kind of movies do you enjoy and why?
CCPE-84679,1,USER,What kind of movie
CCPE-84679,2,USER,"I've always Well, I can't say I've always, but I like westerns now. I used to not like them as a child and now as an adult, I oddly have grown to very much enjoy a good western."
CCPE-84679,3,ASSISTANT,Is there a particular film you enjoy?
CCPE-84679,4,USER,"Well, I used to not like the movie Tombstone with Dark Holiday and well Whiteout played by I can't think of the actors name now. Kurt Russell and I forgot who played Dark Holiday, but as a kid I always thought it was boring but"
CCPE-84679,5,ASSISTANT,What did you like about that kind of film?
CCPE-84679,6,USER,"For Westerns, I think it's how simple and It's always kind of just about a single moral or I mean, sometimes you can have it where there's fantastical elements to it that lend kind of itself to like the American fairy tale, sort of. But they're always very simple stories with a little bit There's almost"
CCPE-84679,7,USER,"It's always action in there somewhere, and they are they are kind of relaxing to watch as well. And also, I'm interested in that that world that they exist in that that western world."
CCPE-84679,8,ASSISTANT,Is there a particular movie you don't enjoy?
CCPE-84679,9,USER,"Whereas the genre of romantic comedies I've I like the comedy part, but the romance once are always like there's a meet cute moment and then there is, you know, they they don't get together until the very end. It's very formulated kind of I guess I've just kind of bored by the formula, but if they focus more on the comedy, I like it. I like them more."
CCPE-84679,10,ASSISTANT,What didn't you like about that kind of film?
CCPE-84679,11,USER,"Kind of was saying that the they very formulaic. They they don't necessarily take chances, you know what's coming. I mean they're good for probably to watch when is maybe raining on cable or something on TV, but I'm not ever going to like pay money to go to a theater to watch it unless I have to."
CCPE-84679,12,ASSISTANT,Have you heard about the movie True Grit?
CCPE-84679,13,USER,"Yes, and I like the the co in remake and the original with Wayne."
CCPE-84679,14,ASSISTANT,Would you go see the movie ?
CCPE-84679,15,USER,"In the theater, yes. I think I did, the remake. I don't remember. I know I've seen it, though. Yes."
CCPE-84679,16,ASSISTANT,Have you watched the movie before?
CCPE-84679,17,ASSISTANT,What did you like about that kind of movie?
CCPE-84679,18,USER,Kind of what I was saying. It's kind of a
CCPE-84679,19,USER,"I don't know if the right term is Bellwether or not. But it's a good example iof what those movies can be I think it's a classic movie that's why it was remade and has some that and like searchers have some of the best cinematography or classic cinematography you see in a lot of western, too."
CCPE-55184,0,ASSISTANT,What are some movie genres that you like?
CCPE-55184,1,USER,I like I like prison movies.
CCPE-55184,2,ASSISTANT,like what?
CCPE-55184,3,USER,"Like Like The Great Escape, so it's a movie about guys who ran a prison camp in World War II."
CCPE-55184,4,ASSISTANT,why is it one of your favorite movies?
CCPE-55184,5,USER,"The acting is really good in it, and I really like the plot. You know, there's a lot of plotting and planning by the by the prisoners to get out, and watching them work is a lot of fun."
CCPE-55184,6,ASSISTANT,What type of movies do you not like?
CCPE-55184,7,USER,Not a really big fan of of family movies.
CCPE-55184,8,ASSISTANT,why is that?
CCPE-55184,9,USER,You know it it seems like when they say family movies it's mostly for kids and you know they just don't
CCPE-55184,10,USER,They just don't really appeal to me that much. They're They're They're normally very low-level plots.
CCPE-55184,11,ASSISTANT,have you heard of the movie Saw?
CCPE-55184,12,USER,"Yeah, I have."
CCPE-55184,13,USER,"Yeah, I've seen I've seen a few of them."
CCPE-55184,14,ASSISTANT,what did you like or dislike about this kind of movie?
CCPE-55184,15,USER,"I liked the first one because it was kind of novel in that you know, you were waiting to see what the twist was, or like if there was a twist, or how they were going to get out of it. So I think it was It was a simple but effective plot."
CCPE-55184,16,ASSISTANT,ok thank you
CCPE-d49c5,0,ASSISTANT,can you tell me what types of movies you like?
CCPE-d49c5,1,USER,"I like watching comedies, action, dramas sometimes. When I get spare time I like double into something new like documentaries or biopics."
CCPE-d49c5,2,ASSISTANT,"ok, why do you like those genres of movies?"
CCPE-d49c5,3,USER,"They're entertaining to me, I like the aspect of being"
CCPE-d49c5,4,USER,"like action a lot because there's a lot of things going on at once, and when there's a lot of things going on, it catches my attention. Like I have to know what's going to happen next."
CCPE-d49c5,5,ASSISTANT,"great, can you name a specific film you really enjoyed?"
CCPE-d49c5,6,USER,Specific film I really enjoyed recently was Spider-Man: Into the Spider-Verse.
CCPE-d49c5,7,ASSISTANT,what about it did you like?
CCPE-d49c5,8,USER,"It was different. It was a different animation. It It was like a different cartoon kind of a movie. It had elements of comic books in it, and it explored a different super a Spider-Man that everybody wasn't used to, and it told a different story, instead of the same old story. And it dabbled into like the multiverse and different universes in the world."
CCPE-d49c5,9,ASSISTANT,"got it, can you tell me what types of movies you don't like?"
CCPE-d49c5,10,USER,I don't like thriller or horror movies at all. That's about it.
CCPE-d49c5,11,ASSISTANT,why don't you enjoy those types of movies?
CCPE-d49c5,12,ASSISTANT,"ok, can you name a specific film you didn't like?"
CCPE-d49c5,13,USER,I did not like I don't like any of the Chucky movies at all.
CCPE-d49c5,14,ASSISTANT,"got it, can you tell me have you seen iron man 3?"
CCPE-d49c5,15,USER,"Yes, I have seen Iron Man 3 and I enjoyed a lot cuz Iron Man is my favorite Marvel hero in in the universe."
CCPE-141d7,0,ASSISTANT,what are some movie genres that you like?
CCPE-141d7,1,USER,"I like action films, drama, mystery."
CCPE-141d7,2,ASSISTANT,Why is that?
CCPE-141d7,3,USER,"Well, often I want just simple entertainment, but then sometimes if it's a drama, I like intelligent dialog, serious situations, that sort of thing."
CCPE-141d7,4,ASSISTANT,What is one of your favorite movies?
CCPE-141d7,5,USER,"The Man for All Seasons. Now that indeed was a serious drama, and I like the intelligent dialog in it."
CCPE-141d7,6,ASSISTANT,"aside from the dialogue, what else did you like about it?"
CCPE-141d7,7,USER,"Well overall, it was well acted. The action was very believable. You got to understand the characters' motivation, so it was a very compelling story."
CCPE-141d7,8,ASSISTANT,What type of movies do you not like?
CCPE-141d7,9,USER,"I I don't like horror films, although I do like Vincent Price, so occasionally I would watch one of those, but normally I don't like horror films. I also usually don't like animation, and actually, even though I like comedy, I don't like probably most comedy films."
CCPE-141d7,10,ASSISTANT,why don't you like most comedy films?
CCPE-141d7,11,USER,"I I feel they're too simple. They're sort of geared toward the lowest element, as far as the situation and dialog goes, so they lack the sophistication "
CCPE-141d7,12,USER,The old classic comedies had more meaningful situations than today.
CCPE-141d7,13,ASSISTANT,what did you think of the movie Pulp Fiction?
CCPE-141d7,14,USER,"I Yeah, I I guess maybe because I had seen such good reviews for it, that I was expecting more from it than I actually got. I didn't particular care for it."
CCPE-141d7,15,ASSISTANT,what about the movie The Shawshank Redemption?
CCPE-141d7,16,USER,"Yes, I I like that. Once again, that that was a good drama with good characters good character personalities in it."
CCPE-141d7,17,ASSISTANT,"ok, thanks"
CCPE-58bf2,0,ASSISTANT,i would like to know what kind of movies you like
CCPE-58bf2,1,USER,"Ranges from science fiction, comedy, action-adventure, political thriller, thriller, horror to an extent. The only, really, I I've even I used to not like Westerns, and I even like Westerns now."
CCPE-58bf2,2,USER,"The only thing, really, I don't like are like Hallmark-type sappy movies."
CCPE-58bf2,3,USER,And maybe some rom-coms.
CCPE-58bf2,4,USER,Or musicals musicals too I don't mind.
CCPE-58bf2,5,ASSISTANT,what do you like about these movies?
CCPE-58bf2,6,USER,"I think it's the imagination in the the the thing that people like about going to the movies it transports you to a different world. First, at least that mean obviously for the science fiction genre. But it's a way to I can really lose myself in the stories and the excitement whereas the genres I don't like"
CCPE-58bf2,7,USER,"For musicals there's not much plot usually, and I don't like the way stories are told through the music. I feel like it loses the point. It's not something that I enjoy. I don't like the songs usually and"
CCPE-58bf2,8,USER,I think that's what most people like about those movies.
CCPE-58bf2,9,ASSISTANT,can you name a movie that you liked a lot?
CCPE-58bf2,10,USER,Let's see.
CCPE-58bf2,11,USER,"Well, recently just cuz it the third one just came out but the and I didn't really say it but animated movies like Pixar-type movies How to Train Your Dragon, that series is a underappreciated series I think in comparison to like Toy Story and other Pixar movies. Toy Story would also be up there for me in terms of movies I like or a movie series I like."
CCPE-58bf2,12,ASSISTANT,nice. how about a movie that you didn't like. can you name one?
CCPE-58bf2,13,USER,"I want to say it's called It's kind a bit of musical. Across the Universe or it's the one where I forgotten the name. It's something with universe, and I think it's Beatles reference, because all the songs in the movie are Beatles songs. But, it's like a romantic story or something."
CCPE-58bf2,14,USER,"Which also, I don't really like romantic comedies. I'm not sure it's a comedy, but it's definitely a musical. And I I just But name a musical, and I I probably do not like it. Little Shop Horrors, I didn't like. Though, parts of it, I kind of liked. I liked the plot of it. I just didn't like the music of it."
CCPE-58bf2,15,ASSISTANT,"got it, so no musicals, even if it's about the beatles!"
CCPE-58bf2,16,USER,"That's right. I like The Beatles music but not in a movie form. I think it's just repetition of it. It gets tiresome. Like if there's one song or two songs in the movie, maybe I can that's fine. But when it's like every 5-10 minutes or whatever, it breaks down to it gets tiresome. But I also don't like to listen to the same type of music. Like I don't listen"
CCPE-58bf2,17,USER,"to a whole album because I get bored by the end of it. So, it's probably just my preferences or you know."
CCPE-58bf2,18,ASSISTANT,have you seen pulp fiction?
CCPE-58bf2,19,USER,"Yes, its it it will be on it would be up there in terms of one of my favorite movies."
CCPE-58bf2,20,ASSISTANT,nice! what did you like about it?
CCPE-58bf2,21,USER,"Well, definitely for the time that it came out, it was so unique, that nonlinear kind of storytelling narrative that is a little bit more commonplace now. Though you don't see it too often. But it it was the It was that Tarantino mix of like ultra-violence, unpredictability, great dialog, and you just never"
CCPE-58bf2,22,USER,I think the whole movie is kind of like that.
CCPE-90660,0,ASSISTANT,"What kind of movies do you like, and why do you like this type of movie?"
CCPE-90660,1,USER,"I like science fiction movies. I like science fiction movies because they always have interesting stories, and they deal with crazy new technologies or futuristic technologies."
CCPE-90660,2,ASSISTANT,Can you name a particular movie that you like?
CCPE-90660,3,USER,"Blade Runner, I really like Blade Runner a lot."
CCPE-90660,4,ASSISTANT,Can you give me a couple of reasons why you like this movie?
CCPE-90660,5,USER,It's It's about cyborgs and it has Harrison Ford in it and I really like that and he's a bounty hunter and I've really liked the concept of bounty hunters. I think it's fun.
CCPE-90660,6,ASSISTANT,Can you name a movie that you do not like?
CCPE-90660,7,USER,"A movie that I don't like Let see, a movie that I don't like was the"
CCPE-90660,8,USER,"Love, Actually"
CCPE-90660,9,ASSISTANT,What do you dislike about this movie? please give me 2 reasons.
CCPE-90660,10,USER,"Well I thought I thought it was really cheesy. I mean, I think the story was silly, and then And it's also just about Christmas, which I don't really like Christmas movies that much."
CCPE-90660,11,ASSISTANT,Do you like the movie Ocean's Eleven ?
CCPE-90660,12,USER,"I like the Ocean's Eleven, and I thought it was fun. It's It's fun how they get the get the whole group together."
CCPE-90660,13,ASSISTANT,What do you dislike about this movie? please give me 2 reasons.
CCPE-90660,14,USER,"So, about Ocean's Eleven I thought I thought although I liked it I thought the"
CCPE-90660,15,USER,"I thought the ending could have been better. I mean, so I didn't I didn't like how they They spent too much time I think pulling the team together, even though that part was fun. It just kind of It's almost the whole movie. And then another thing I did not like was you you only get to see how they did everything at the very end."
CCPE-90660,16,ASSISTANT,Do you like the movie Crazy Rich Asians ?
CCPE-90660,17,USER,"I haven't seen Crazy Rich Asians, I have heard a lot about it though."
CCPE-90660,18,ASSISTANT,Would you go see it?
CCPE-90660,19,USER,I would I would go see it. I mean I don't have anything against it.
CCPE-90660,20,ASSISTANT,Do you like the movie War for the Planet of the Apes ?
CCPE-90660,21,USER,"Actually, I did not like that movie very much."
CCPE-90660,22,ASSISTANT,Why do you dislike this movie? 2 reasons please
CCPE-90660,23,USER,"I don't like the acting of Andy Serkis. I think he looks like he's mimicking an ape instead of them just using features that facial expressions an ape would make, and I also thought that the plot was stupid."
CCPE-90660,24,ASSISTANT,Do you like the movie Christopher Robin ?
CCPE-90660,25,USER,I don't know about that movie. I have not heard of it.
CCPE-90660,26,ASSISTANT,Do you like the movie The Lord of the Rings: The Fellowship of the Ring ?
CCPE-90660,27,USER,"Yeah, I liked that movie. It was incredible."
CCPE-90660,28,ASSISTANT,What do you like about this movie? 2 reasons please
CCPE-90660,29,USER,"The adventure of it all. It's just a crazy story, and then I really like all the action sequences they have. They're incredibly done."
CCPE-466dd,0,ASSISTANT,what are the certain types of features you look for in movies?
CCPE-466dd,1,USER,"I like action, and I like dialog, and I like the quality of actors."
CCPE-466dd,2,USER,If that means anything.
CCPE-466dd,3,ASSISTANT,does the ending impact how much you like a film
CCPE-466dd,4,USER,"Well, no, cuz I like a surprise ending, so the ending doesn't have any impact on me."
CCPE-466dd,5,ASSISTANT,Why do you like those genres?
CCPE-466dd,6,USER,because
CCPE-466dd,7,USER,"That's what I like. I don't know. It's just my taste, I guess."
CCPE-466dd,8,ASSISTANT,What's one of your favorite movies?
CCPE-466dd,9,USER,I'd have to say the one who flew over the cuckoo's nest. Have you ever watched it? It's very good.
CCPE-466dd,10,ASSISTANT,no. i haven't. what did you like about that type of movie?
CCPE-466dd,11,USER,"It is comical, for one, and has one of my favorite actors in it, for two, and"
CCPE-466dd,12,ASSISTANT,who's your favorite actor
CCPE-466dd,13,USER,I have to go with Denzel Washington. He's my favorite actor as of right now. And I like Matt Damon. He's good.
CCPE-466dd,14,ASSISTANT,have you watched the equalizer?
CCPE-466dd,15,USER,I have. Very good movie.
CCPE-466dd,16,USER,I've highly recommend it.
CCPE-466dd,17,ASSISTANT,there's a sequel that just came out. are you planning on watching it?
CCPE-466dd,18,USER,"I do. When it comes out online, I plan on getting right on it and watching it that very day."
CCPE-466dd,19,ASSISTANT,What type of movies do you not like?
CCPE-466dd,20,USER,"I don't like a love story, I think they're boring. And am just not the love story kind of a guy, I think they're chick flick, you know."
CCPE-466dd,21,ASSISTANT,what if it was an action movie with a love story?
CCPE-466dd,22,USER,"Maybe if you got like action so I might do it if they have good mixture, and yes."
CCPE-466dd,23,USER,"And mystery. It had a little bit of mystery in it too, you know."
CCPE-466dd,24,ASSISTANT,Do you like movies like The Hunger Games?
CCPE-466dd,25,USER,I like The Hunger Games. I watched them all. They were all pretty good.
CCPE-466dd,26,ASSISTANT,Do you like movies like dumb and dumber?
CCPE-466dd,27,USER,Who doesn't like Dumb and Dumber? That's very funny. I mean Jim Carrey in it was excellent.
CCPE-466dd,28,ASSISTANT,okay. thanks for your help today
CCPE-51493,0,ASSISTANT,What kinds of movies do you like?
CCPE-51493,1,USER,Sci-Fi superhero
CCPE-51493,2,USER,fantasy
CCPE-51493,3,ASSISTANT,Well tell me why do you like Sci-fi movies?
CCPE-51493,4,USER,Cuz they're really exciting and different than real life.
CCPE-51493,5,ASSISTANT,"Alright, how about a movie you liked?"
CCPE-51493,6,USER,Chronicles of Riddick
CCPE-51493,7,ASSISTANT,Oh nice
CCPE-51493,8,ASSISTANT,Why did you like that movie?
CCPE-51493,9,USER,"Cuz Vin Diesel's awesome, and it was a really good movie."
CCPE-51493,10,USER,"very cohesive plot, at least I thought. I know other people didn't like it."
CCPE-51493,11,ASSISTANT,"well I agree, is there a movie you did not like?"
CCPE-51493,12,USER,I can't think of one.
CCPE-51493,13,USER,No. Not that I can think of off the top of my head now.
CCPE-51493,14,ASSISTANT,No worries
CCPE-51493,15,ASSISTANT,"Ok, then have you seen the movie Inception"
CCPE-51493,16,USER,"Yes, saw that. That was okay. Leonardo DiCaprio"
CCPE-51493,17,ASSISTANT,What is it about these kinds of movies that you like or dislike?
CCPE-51493,18,USER,I like Escapism. I'm a tech and I work in computers and
CCPE-51493,19,USER,"So, futuristic stuff appeals to me. It's different than real life. It's kind of for better or worse, it's in the future."
CCPE-51493,20,ASSISTANT,Wonderful. thank you for sharing. Good bye.
CCPE-07023,0,ASSISTANT,What type of movies do you enjoy?
CCPE-07023,1,USER,I like comedy movies.
CCPE-07023,2,ASSISTANT,What appeals to you with these type of movies?
CCPE-07023,3,USER,I like to laugh out loud and enjoy them with friends
CCPE-07023,4,ASSISTANT,Is there a specific movie you enjoy from this genre?
CCPE-07023,5,USER,One movie is Panama Express.
CCPE-07023,6,ASSISTANT,What did you like about this movie?
CCPE-07023,7,USER,I like the kind of crude humor with references to modern culture.
CCPE-07023,8,ASSISTANT,Are there any type of movies that you don't enjoy?
CCPE-07023,9,USER,I don't really like romance
CCPE-07023,10,ASSISTANT,What about these movies is unappealing?
CCPE-07023,11,USER,They're a little too sappy for my liking. I like to be either serious or laughing.
CCPE-07023,12,ASSISTANT,Is there a specific movie that you heavily dislike?
CCPE-07023,13,USER,I can't think of one right now.
CCPE-07023,14,ASSISTANT,Have you seen Stepbrothers
CCPE-07023,15,USER,Yes
CCPE-07023,16,ASSISTANT,What did you enjoy or not enjoy about this movie?
CCPE-07023,17,USER,The acting was very funny.
CCPE-a8bfd,0,ASSISTANT,What kind of movies do you like?
CCPE-a8bfd,1,USER,"I think anything with either has some action or explosions, just cuz on the big screen that you know, that's something you really get to It feels like you're experiencing it. Or something with a good plot, like a thriller or something with a surprise ending, kind of like the movie Se7en, something like that."
CCPE-a8bfd,2,ASSISTANT,"cool, Is there an action movie that you like?"
CCPE-a8bfd,3,USER,"Well, at this time of the year I always try to watch Die Hard probably 100 times."
CCPE-a8bfd,4,ASSISTANT,"What about Die hard, did you like?"
CCPE-a8bfd,5,USER,I think it's the
CCPE-a8bfd,6,USER,"how realistic it is. It doesn't feel dumb. It feels like a guy would actually be making these decisions. He's not doing anything stupid. He's trying to It's a normal guy in a extraordinary situation, and he has to figure out his way out, and everything in it feels natural or I mean, it's heightened, cuz it is an action movie, but it It It doesn't make you feel dumb watching it, which a lot of action films I think do."
CCPE-a8bfd,7,ASSISTANT,"OK, well how about a movie you did not like?"
CCPE-a8bfd,8,USER,"Well more recently, The Cloverfield Paradox on Netflix, which I I tend to like sci-fi, which is why I And I like the Cloverfield movies, but Cloverfield Paradox just was It didn't make any sense. It clearly felt like a It had a good cast. It had It looked good, but it was clearly a dump"
CCPE-a8bfd,9,USER,"by the studio cuz it is not a good movie. It just didn't work, and I felt like I got suckered in by marketing."
CCPE-a8bfd,10,ASSISTANT,"Interesting, in that case have you seen Inglourious Basterds"
CCPE-a8bfd,11,USER,Yes and I like all assuming you mean the Tarantino remaker version of the of the movie and yes I like pretty much any Tarantino movies.
