movie_id,raw_title,genres,title,year
156757,Mad About Mambo (2000),Comedy|Romance,Mad About Mambo,2000
156794,Mia aioniotita kai mia mera (1998),Drama,Mia aioniotita kai mia mera,1998
156812,My Dog Skip (2000),Comedy|Drama|Family|Sport,My Dog Skip,2000
156841,The Next Best Thing (2000),Comedy|Drama|Romance,The Next Best Thing,2000
156849,Pro urodov i lyudey (1998),Comedy|Drama|History,Pro urodov i lyudey,1998
156887,Pâfekuto burû (1997),Animation|Horror|Mystery|Thriller,Pâfekuto burû,1997
156901,Sib (1998),Drama,Sib,1998
156934,Random Hearts (1999),Drama|Mystery|Romance,Random Hearts,1999
157016,Seul contre tous (1998),Crime|Drama|Thriller,Seul contre tous,1998
157039,Sila Nerangalil Sila Manithargal (1975),,Sila Nerangalil Sila Manithargal,1975
157044,Sitcom (1998),Comedy|Drama|Romance|Thriller,Sitcom,1998
157075,The Suburbans (1999),Comedy|Drama,The Suburbans,1999
157122,Trolösa (2000),Drama|Romance,Trolösa,2000
157124,Tueur à gages (1998),Action|Crime|Thriller|Drama,Tueur à gages,1998
157183,West Beyrouth (1998),Comedy|Drama|Romance|War,West Beyrouth,1998
157254,10/65: Selbstverstümmelung (1965),Short|Drama,10/65: Selbstverstümmelung,1965
157262,2001: A Space Travesty (2000),Comedy|Sci-Fi,2001: A Space Travesty,2000
157339,Baton Baton Mein (1979),Comedy|Romance,Baton Baton Mein,1979
157366,Ye shou xing jing (1998),Action|Crime|Drama|Mystery,Ye shou xing jing,1998
157460,Chitchor (1976),Musical|Drama|Romance,Chitchor,1976
157472,Clockstoppers (2002),Action|Adventure|Comedy|Sci-Fi|Thriller,Clockstoppers,2002
157503,Drop Dead Gorgeous (1999),Comedy|Romance|Thriller,Drop Dead Gorgeous,1999
157556,Dream Girl (1977),Romance|Thriller,Dream Girl,1977
157583,Enigma (2001),Drama|Mystery|Romance|Thriller|War,Enigma,2001
157713,Gospodin oformitel (1987),Drama|Fantasy|Mystery,Gospodin oformitel,1987
157873,Jyoti (1981),Action|Adventure|Comedy,Jyoti,1981
157882,Kamla Ki Maut (1989),Drama,Kamla Ki Maut,1989
157894,The Killing of America (1981),Documentary|Crime,The Killing of America,1981
158030,La niña de tus ojos (1998),Comedy|Drama,La niña de tus ojos,1998
158033,Nora (2000),Biography|Drama,Nora,2000
158350,Voyage au bout du monde (1976),Documentary,Voyage au bout du monde,1976
158371,Sweet and Lowdown (1999),Comedy|Drama|Music,Sweet and Lowdown,1999
158446,2 secondes (1998),Comedy|Drama|Romance,2 secondes,1998
158489,Biteu (1997),Action|Crime|Drama,Biteu,1997
158493,Belly (1998),Crime|Drama,Belly,1998
158534,The Burning Train (1980),Action|Thriller,The Burning Train,1980
158550,Queen: Champions of the World (1995),Documentary|Music,Queen: Champions of the World,1995
158583,Deterrence (1999),Drama|Thriller,Deterrence,1999
158587,Dhund (1973),Drama|Mystery|Thriller,Dhund,1973
158622,The Flintstones in Viva Rock Vegas (2000),Comedy|Family|Romance|Sci-Fi,The Flintstones in Viva Rock Vegas,2000
158690,Joshila (1973),Drama|Family|Thriller,Joshila,1973
158692,Juha (1999),Comedy|Drama|Romance,Juha,1999
158714,Shurayukihime (1973),Action|Drama|Thriller,Shurayukihime,1973
158845,Pati Patni Aur Woh (1978),Comedy|Romance,Pati Patni Aur Woh,1978
158983,"South Park: Bigger, Longer &amp; Uncut (1999)",Animation|Comedy|Fantasy|Musical,"South Park: Bigger, Longer &amp; Uncut",1999
159097,The Virgin Suicides (1999),Drama|Romance,The Virgin Suicides,1999
159241,Aftermath (1994),Short|Horror,Aftermath,1994
159273,Behind Enemy Lines (2001),Action|Drama|Thriller|War,Behind Enemy Lines,2001
159365,Cold Mountain (2003),Adventure|Drama|History|Romance|War,Cold Mountain,2003
159382,Croupier (1998),Crime|Drama,Croupier,1998
159401,The Debt Collector (1999),Action|Crime|Thriller,The Debt Collector,1999
159432,Fai seung dat yin (1998),Action|Crime|Drama,Fai seung dat yin,1998
159443,Five Star Stories (1989),Animation|Action|Fantasy,Five Star Stories,1989
159485,Häjyt (1999),Action|Crime|Drama,Häjyt,1999
159509,Kidô Senshi Gundam (1981),Animation|Action|Drama|Sci-Fi,Kidô Senshi Gundam,1981
159510,Kidô senshi Gandamu II: Ai senshihen (1981),Animation|Action|Drama,Kidô senshi Gandamu II: Ai senshihen,1981
159511,Kidô Senshi Gundam III: Meguriai Sorahen (1982),Animation|Action|Drama,Kidô Senshi Gundam III: Meguriai Sorahen,1982
159568,Kidô senshi Gundam F91 (1991),Animation|Action|Sci-Fi,Kidô senshi Gundam F91,1991
159693,Razor Blade Smile (1998),Horror,Razor Blade Smile,1998
159730,The Sex Monster (1999),Comedy,The Sex Monster,1999
159784,Takedown (2000),Biography|Crime|Drama|Thriller,Takedown,2000
159938,"7p., cuis., s. de b., ... à saisir (1984)",Short,"7p., cuis., s. de b., ... à saisir",1984
160009,The Art of War (2000),Action|Adventure|Crime|Thriller,The Art of War,2000
160127,Charlie's Angels (2000),Action|Adventure|Comedy|Crime|Thriller,Charlie's Angels,2000
160184,D-Tox (2002),Crime|Horror|Mystery|Thriller,D-Tox,2002
160210,Les dites cariatides (1984),Documentary|Short,Les dites cariatides,1984
160216,A Dog of Flanders (1999),Family|Drama,A Dog of Flanders,1999
160236,Dudley Do-Right (1999),Comedy|Family|Romance,Dudley Do-Right,1999
160298,Trippin&x27; (1999),Comedy,Trippin&x27;,1999
160399,Impostor (2001),Drama|Mystery|Sci-Fi|Thriller,Impostor,2001
160401,In Too Deep (1999),Crime|Thriller|Drama,In Too Deep,1999
160403,The Independent (2000),Comedy,The Independent,2000
160434,Housebound (2000),Thriller,Housebound,2000
160440,Kurutta kajitsu (1956),Drama|Romance,Kurutta kajitsu,1956
160484,Lost Souls (2000),Drama|Horror|Thriller,Lost Souls,2000
160534,Milk (1999),Comedy|Drama,Milk,1999
160535,Minato no nihonmusume (1933),Drama,Minato no nihonmusume,1933
160586,Noose for a Lady (1953),Crime|Drama,Noose for a Lady,1953
160596,With or Without You (1999),Drama|Romance,With or Without You,1999
160611,Ordinary Decent Criminal (2000),Comedy|Crime,Ordinary Decent Criminal,2000
160620,Oxygen (1999),Crime|Drama|Thriller,Oxygen,1999
160749,Red Dirt (2000),Drama|Romance,Red Dirt,2000
160797,Rules of Engagement (2000),Drama|Thriller|War,Rules of Engagement,2000
160801,Rusalochka (1976),Family|Fantasy|Musical|Romance,Rusalochka,1976
160862,She's All That (1999),Comedy|Romance,She's All That,1999
160916,The Story of Us (1999),Comedy|Drama|Romance,The Story of Us,1999
161010,The Trench (1999),Drama|History|War,The Trench,1999
161034,Ulysse (1982),Documentary|Short,Ulysse,1982
161081,What Lies Beneath (2000),Drama|Fantasy|Horror|Mystery|Thriller,What Lies Beneath,2000
161083,What's the Worst That Could Happen? (2001),Comedy|Crime,What's the Worst That Could Happen?,2001
161084,Whatever It Takes (1998),Action,Whatever It Takes,1998
161100,The Wood (1999),Comedy|Drama|Romance,The Wood,1999
161122,Ôdîn - Kôshi hobune stâraito (1985),Animation|Sci-Fi,Ôdîn - Kôshi hobune stâraito,1985
161215,¡A volar joven! (1947),Comedy,¡A volar joven!,1947
161292,Bleeder (1999),Crime|Drama,Bleeder,1999
161377,Carnaval en el trópico (1942),Comedy|Drama,Carnaval en el trópico,1942
161492,The Dentist 2 (1998),Horror|Thriller,The Dentist 2,1998
161860,Nirgendwo in Afrika (2001),Biography|Drama,Nirgendwo in Afrika,2001
161931,El profe (1971),Comedy|Drama|Family,El profe,1971
161981,Sureiyâzu (1995),Animation|Action|Adventure|Comedy|Fantasy,Sureiyâzu,1995
162035,A Very Unlucky Leprechaun (1998),Family|Fantasy,A Very Unlucky Leprechaun,1998
162147,Al son de la marimba (1941),Comedy|Drama|Musical,Al son de la marimba,1941
162211,Breeders (1997),Horror|Sci-Fi,Breeders,1997
162222,Cast Away (2000),Adventure|Drama|Romance,Cast Away,2000
162244,Chiedi perdono a Dio... non a me (1968),Western,Chiedi perdono a Dio... non a me,1968
162346,Ghost World (2001),Comedy|Drama,Ghost World,2001
162360,"Happy, Texas (1999)",Comedy|Crime|Romance,"Happy, Texas",1999
162426,Kurz und schmerzlos (1998),Crime|Drama|Thriller,Kurz und schmerzlos,1998
162650,Shaft (2000),Action|Crime|Thriller,Shaft,2000
162661,Sleepy Hollow (1999),Fantasy|Horror|Mystery,Sleepy Hollow,1999
162677,Summer of Sam (1999),Crime|Drama|Romance|Thriller,Summer of Sam,1999
162710,Trick (1999),Comedy|Music|Romance,Trick,1999
162854,American Raspberry (1977),Comedy,American Raspberry,1977
162866,Jing Ke ci Qin Wang (1998),Drama|History|Romance,Jing Ke ci Qin Wang,1998
162928,The Defilers (1965),Drama|Thriller,The Defilers,1965
162931,Dirty Baby Does Fire Island (1998),Animation|Short,Dirty Baby Does Fire Island,1998
162973,Get Real (1998),Comedy|Drama|Romance,Get Real,1998
162983,Hanging Up (2000),Comedy|Drama,Hanging Up,2000
163025,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,Jurassic Park III,2001
163187,Runaway Bride (1999),Comedy|Romance,Runaway Bride,1999
163375,Vicious Lips (1986),Horror|Music|Sci-Fi,Vicious Lips,1986
163559,The Book of Stars (1999),Drama,The Book of Stars,1999
163579,Chill Factor (1999),Action|Adventure|Comedy|Drama|Thriller,Chill Factor,1999
163651,American Pie (1999),Comedy,American Pie,1999
163676,The In Crowd (2000),Drama|Mystery|Thriller,The In Crowd,2000
163777,Kiryûin Hanako no shôgai (1982),Drama,Kiryûin Hanako no shôgai,1982
163802,Questa è la vita (1954),Comedy,Questa è la vita,1954
163867,Tax Day (1998),Drama,Tax Day,1998
163978,The Beach (2000),Adventure|Drama|Romance|Thriller,The Beach,2000
163982,Billy's Balloon (1998),Animation|Comedy|Short,Billy's Balloon,1998
163983,Bless the Child (2000),Crime|Drama|Horror,Bless the Child,2000
163988,Bringing Out the Dead (1999),Drama|Thriller,Bringing Out the Dead,1999
164003,City of Ghosts (2002),Crime|Drama|Thriller,City of Ghosts,2002
164052,Hollow Man (2000),Action|Horror|Sci-Fi|Thriller,Hollow Man,2000
164053,Human Remains (1998),Documentary|Short,Human Remains,1998
164094,Mathe paidi mou grammata (1981),Comedy|Drama,Mathe paidi mou grammata,1981
164108,The Muse (1999),Comedy,The Muse,1999
164114,Drive Me Crazy (1999),Comedy|Drama|Romance,Drive Me Crazy,1999
164181,Stir of Echoes (1999),Horror|Mystery|Thriller,Stir of Echoes,1999
164184,The Sum of All Fears (2002),Action|Drama|Thriller|War,The Sum of All Fears,2002
164187,Tainstvennaya stena (1967),Sci-Fi,Tainstvennaya stena,1967
164194,Ten to sen (1958),Mystery,Ten to sen,1958
164212,Under Suspicion (2000),Crime|Drama|Thriller,Under Suspicion,2000
164221,Virtual Sexuality (1999),Comedy|Drama|Romance|Sci-Fi,Virtual Sexuality,1999
164317,Achilles (1995),Animation|Short,Achilles,1995
164334,Along Came a Spider (2001),Drama|Thriller,Along Came a Spider,2001
164393,Berserker (1987),Horror,Berserker,1987
164443,Boot Camp (1996),Short|Comedy|Fantasy,Boot Camp,1996
164461,Za karate 3: Denkô sekka (1975),Action|Comedy|Drama,Za karate 3: Denkô sekka,1975
164522,Dang kou tan (1972),Action,Dang kou tan,1972
164538,Dil Se.. (1998),Drama|Romance,Dil Se..,1998
164550,Duplicate (1998),Action|Comedy|Crime|Thriller,Duplicate,1998
164686,Ingagi (1930),Action|Adventure|Fantasy,Ingagi,1930
164699,Karate Kiba (1976),Action|Crime|Drama,Karate Kiba,1976
164700,Karen Black Like Me (1997),Short,Karen Black Like Me,1997
164750,Yakuza deka (1970),Action|Crime|Drama,Yakuza deka,1970
164756,Mifunes sidste sang (1999),Romance|Comedy|Drama,Mifunes sidste sang,1999
164861,SPF 2000 (1998),Short,SPF 2000,1998
164877,"Sexo, pudor y lágrimas (1999)",Comedy|Drama,"Sexo, pudor y lágrimas",1999
164912,Stuart Little (1999),Adventure|Comedy|Family|Fantasy,Stuart Little,1999
164917,Spriggan (1998),Animation|Action|Adventure|Sci-Fi|Thriller,Spriggan,1998
164961,Vidocq (2001),Action|Crime|Fantasy|Mystery|Sci-Fi|Thriller,Vidocq,2001
164982,Zatôichi abare-himatsuri (1970),Drama|Adventure|Action,Zatôichi abare-himatsuri,1970
164983,Zatôichi kenka-daiko (1968),Drama|Action|Adventure,Zatôichi kenka-daiko,1968
164984,Zatoichi sekisho yaburi (1964),Action|Adventure|Drama,Zatoichi sekisho yaburi,1964
165078,Wandafuru raifu (1998),Drama|Fantasy,Wandafuru raifu,1998
165214,Death Promise (1977),Action|Drama,Death Promise,1977
165256,Hissatsu onna kenshi (1976),Action,Hissatsu onna kenshi,1976
165348,Kenka karate kyokushinken (1977),Action|Biography|Drama,Kenka karate kyokushinken,1977
165361,Highway (2002),Crime|Drama,Highway,2002
165429,Point de chute (1970),Crime|Thriller,Point de chute,1970
165489,Hellmaster (1992),Horror|Thriller,Hellmaster,1992
165546,Rane (1998),Comedy|Crime|Drama,Rane,1998
165603,Shi ba ban wu yi (1977),Action|Drama,Shi ba ban wu yi,1977
165623,Angst (1983),Drama|Horror|Thriller,Angst,1983
165625,Ankhiyon Ke Jharokhon Se (1978),Drama|Family|Romance,Ankhiyon Ke Jharokhon Se,1978
165710,Detroit Rock City (1999),Comedy|Music,Detroit Rock City,1999
165798,Ghost Dog: The Way of the Samurai (1999),Action|Crime|Drama|Thriller,Ghost Dog: The Way of the Samurai,1999
165800,The Giving Tree (2000),Drama|Thriller,The Giving Tree,2000
165831,Held Up (1999),Comedy,Held Up,1999
165832,Interstate 60: Episodes of the Road (2002),Adventure|Comedy|Drama|Fantasy,Interstate 60: Episodes of the Road,2002
165854,The Limey (1999),Crime|Drama|Mystery|Thriller,The Limey,1999
165859,Liberty Heights (1999),Drama|Music|Romance,Liberty Heights,1999
165904,Riesutu duona (1979),Drama,Riesutu duona,1979
165929,Romeo Must Die (2000),Action|Crime|Thriller,Romeo Must Die,2000
165982,Sinbad: Legend of the Seven Seas (2003),Animation|Adventure|Family|Fantasy,Sinbad: Legend of the Seven Seas,2003
165998,Long zai jiang hu (1998),Action|Crime|Drama,Long zai jiang hu,1998
166110,Bones (2001),Crime|Horror,Bones,2001
166169,Divorce Iranian Style (1998),Documentary,Divorce Iranian Style,1998
166175,East Is East (1999),Comedy|Drama,East Is East,1999
166195,Foolish (1999),Comedy|Drama,Foolish,1999
166276,Monkeybone (2001),Animation|Comedy|Fantasy,Monkeybone,2001
166370,Subconscious Cruelty (2000),Crime|Drama|Horror,Subconscious Cruelty,2000
166396,Waking Ned (1998),Comedy,Waking Ned,1998
166476,Amore tossico (1983),Crime|Drama,Amore tossico,1983
166485,Anna and the King (1999),Drama|History|Romance,Anna and the King,1999
166486,Arak el-balah (1998),Drama|Romance,Arak el-balah,1998
166503,Beshkempir (1998),Drama,Beshkempir,1998
166556,Così è la vita (1998),Comedy|Adventure,Così è la vita,1998
166618,The Fortunate Fool (1933),Comedy,The Fortunate Fool,1933
166653,Hälsoresan - En smal film av stor vikt (1999),Comedy,Hälsoresan - En smal film av stor vikt,1999
166709,Memórias Póstumas (2001),Drama|Comedy,Memórias Póstumas,2001
166808,Sombre (1998),Drama|Horror,Sombre,1998
166813,Spirit: Stallion of the Cimarron (2002),Animation|Adventure|Drama|Family|Western,Spirit: Stallion of the Cimarron,2002
166896,The Straight Story (1999),Biography|Drama,The Straight Story,1999
166924,Mulholland Dr. (2001),Drama|Mystery|Thriller,Mulholland Dr.,2001
166943,Music of the Heart (1999),Drama|Music,Music of the Heart,1999
166983,And the Same to You (1960),Comedy,And the Same to You,1960
167049,Billboard Dad (1998),Comedy|Family|Romance,Billboard Dad,1998
167137,Den eneste ene (1999),Comedy|Romance,Den eneste ene,1999
167147,Shiryô no wana (1988),Horror,Shiryô no wana,1988
167190,Hellboy (2004),Action|Fantasy|Horror|Sci-Fi,Hellboy,2004
167203,I Dreamed of Africa (2000),Adventure|Drama|Romance,I Dreamed of Africa,2000
167260,The Lord of the Rings: The Return of the King (2003),Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King,2003
167261,The Lord of the Rings: The Two Towers (2002),Adventure|Drama|Fantasy,The Lord of the Rings: The Two Towers,2002
167400,Sevmek zamani (1965),Drama|Romance,Sevmek zamani,1965
167404,The Sixth Sense (1999),Drama|Mystery|Thriller,The Sixth Sense,1999
167427,Superstar (1999),Comedy|Romance,Superstar,1999
167456,Thunderbirds (2004),Action|Adventure|Comedy|Family|Sci-Fi,Thunderbirds,2004
167752,The 4th Floor (1999),Horror|Mystery|Thriller,The 4th Floor,1999
167790,Bint El-Hares (1968),Drama|Musical,Bint El-Hares,1968
167825,Chicken Park (1994),Comedy,Chicken Park,1994
167923,Elvis: Aloha from Hawaii (1973),Documentary|Music,Elvis: Aloha from Hawaii,1973
167926,Les enfants du Marais (1999),Comedy|Drama,Les enfants du Marais,1999
168035,The Last Marshal (1999),Action|Thriller,The Last Marshal,1999
168043,Am faa (1998),Action|Crime|Mystery,Am faa,1998
168052,Madonna: The Girlie Show - Live Down Under (1993),Documentary|Music,Madonna: The Girlie Show - Live Down Under,1993
168080,Muertos de risa (1999),Comedy|Drama,Muertos de risa,1999
168123,Pitkä kuuma kesä (1999),Comedy|Music,Pitkä kuuma kesä,1999
168127,Play Up the Band (1935),Comedy,Play Up the Band,1935
168154,Safar barlek (1966),Musical|Drama,Safar barlek,1966
168446,Aberdeen (2000),Drama,Aberdeen,2000
168492,Battle of Blood Island (1960),Drama|War,Battle of Blood Island,1960
168496,Mei shao nian zhi lian (1998),Drama|Romance,Mei shao nian zhi lian,1998
168501,The Best Man (1999),Comedy|Drama|Romance,The Best Man,1999
168504,A Better Way to Die (2000),Action|Comedy|Crime|Drama|Thriller,A Better Way to Die,2000
168629,Dancer in the Dark (2000),Crime|Drama|Musical,Dancer in the Dark,2000
168687,Una donna chiamata Apache (1976),Action|Drama|Romance|Western,Una donna chiamata Apache,1976
168740,L'ennui (1998),Romance|Drama,L'ennui,1998
168786,Antwone Fisher (2002),Biography|Drama,Antwone Fisher,2002
168856,Hjælp! Jeg er en fisk (2000),Animation|Adventure|Comedy,Hjælp! Jeg er en fisk,2000
168912,Just One Time (1999),Comedy|Drama|Romance,Just One Time,1999
168937,Kotpanum chonio (1972),Drama|Musical,Kotpanum chonio,1972
169102,Lagaan: Once Upon a Time in India (2001),Adventure|Drama|Musical|Sport,Lagaan: Once Upon a Time in India,2001
169145,Bure baruta (1998),Drama,Bure baruta,1998
169164,Radiofreccia (1998),Drama,Radiofreccia,1998
169299,Terror Firmer (1999),Comedy|Horror,Terror Firmer,1999
169347,Undercover Angel (1999),Comedy|Drama,Undercover Angel,1999
169547,American Beauty (1999),Drama,American Beauty,1999
169703,The Contraption (1977),Horror|Short|Thriller,The Contraption,1977
169828,Jariskatsis mama (1964),Drama|War,Jariskatsis mama,1964
169858,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni (1997)",Animation|Action|Drama|Fantasy|Sci-Fi,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997
169880,Shin seiki Evangelion Gekijô-ban: Shito shinsei (1997),Animation|Action|Drama|Mystery|Sci-Fi|Thriller,Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997
169929,Fuyajo (1998),Drama,Fuyajo,1998
170016,How the Grinch Stole Christmas (2000),Comedy|Family|Fantasy,How the Grinch Stole Christmas,2000
170180,Rupan sansei: Dead or Alive (1996),Animation|Action|Adventure|Comedy|Crime|Fantasy|Sci-Fi|Thriller,Rupan sansei: Dead or Alive,1996
170259,Luna Papa (1999),Comedy|Drama,Luna Papa,1999
170313,Nyama nishto po-hubavo ot loshoto vreme (1971),Drama|Thriller,Nyama nishto po-hubavo ot loshoto vreme,1971
170544,SF: Episode One (1998),Action|Adventure|Comedy,SF: Episode One,1998
170634,Sublet (1998),Thriller,Sublet,1998
170691,Tigerland (2000),Drama|War,Tigerland,2000
170705,Train de vie (1998),Comedy|Drama|War,Train de vie,1998
171089,A Prisão (1980),Crime|Drama,A Prisão,1980
171344,Girl Gang (1954),Action|Crime|Drama,Girl Gang,1954
171356,Gun Shy (2000),Comedy|Crime|Romance,Gun Shy,2000
171363,The Haunting (1999),Fantasy|Horror|Mystery|Thriller,The Haunting,1999
171408,Iyulskiy dozhd (1966),Drama,Iyulskiy dozhd,1966
171411,Jak se zbavit Helenky (1968),Comedy|Drama,Jak se zbavit Helenky,1968
171433,Keeping the Faith (2000),Comedy|Drama|Romance,Keeping the Faith,2000
171580,Nurse Betty (2000),Comedy|Crime|Drama|Romance,Nurse Betty,2000
171587,Obrazy starého sveta (1972),Documentary,Obrazy starého sveta,1972
171685,Ratcatcher (1999),Drama,Ratcatcher,1999
171804,Boys Don't Cry (1999),Biography|Crime|Drama|Romance,Boys Don't Cry,1999
171922,Zawgat Ragoul Mohem (1987),Drama|Thriller,Zawgat Ragoul Mohem,1987
172156,Bad Boys II (2003),Action|Comedy|Crime|Thriller,Bad Boys II,2003
172184,Bloodsport: The Dark Kumite (1999),Action|Romance,Bloodsport: The Dark Kumite,1999
172396,The End of the Affair (1999),Drama|Romance,The End of the Affair,1999
172493,"Girl, Interrupted (1999)",Biography|Drama,"Girl, Interrupted",1999
172495,Gladiator (2000),Action|Adventure|Drama,Gladiator,2000
172543,He Died with a Felafel in His Hand (2001),Comedy|Romance,He Died with a Felafel in His Hand,2001
172547,Ardeurs perverses (1983),Drama|Adult,Ardeurs perverses,1983
172627,Body Shots (1999),Drama,Body Shots,1999
172684,Kuch Kuch Hota Hai (1998),Comedy|Drama|Musical|Romance,Kuch Kuch Hota Hai,1998
172711,Chin Long Chuen Suet (1997),Action|Drama,Chin Long Chuen Suet,1997
172726,Light It Up (1999),Drama|Thriller,Light It Up,1999
173080,Pyaar Kiya To Darna Kya (1998),Action|Comedy|Drama|Romance,Pyaar Kiya To Darna Kya,1998
173102,Raju Ban Gaya Gentleman (1992),Musical|Comedy|Romance,Raju Ban Gaya Gentleman,1992
173283,Swarg (1990),Drama,Swarg,1990
173716,Cecil B. DeMented (2000),Comedy|Crime|Thriller,Cecil B. DeMented,2000
173772,Il mio viaggio in Italia (1999),Documentary,Il mio viaggio in Italia,1999
173840,Final Fantasy: The Spirits Within (2001),Animation|Action|Adventure|Fantasy|Romance|Sci-Fi,Final Fantasy: The Spirits Within,2001
173866,Frozen Scream (1975),Horror,Frozen Scream,1975
173910,Running Free (1999),Adventure|Drama|Family|History|War,Running Free,1999
174268,The Third Miracle (1999),Drama,The Third Miracle,1999
174480,Autumn in New York (2000),Drama|Romance,Autumn in New York,2000
174852,The Last Days (1998),Documentary|War,The Last Days,1998
174856,The Hurricane (1999),Biography|Drama|Sport,The Hurricane,1999
175080,Providence (1991),Drama,Providence,1991
175142,Scary Movie (2000),Comedy,Scary Movie,2000
175145,Second Chances (1998),Drama,Second Chances,1998
175366,Zouqâq al-Midaqq (1963),Drama|Romance,Zouqâq al-Midaqq,1963
175526,Cherry Falls (2000),Horror|Mystery|Thriller,Cherry Falls,2000
175527,Shonen jidai (1990),Drama,Shonen jidai,1990
175536,Freeway II: Confessions of a Trickbaby (1999),Comedy|Crime|Drama|Thriller,Freeway II: Confessions of a Trickbaby,1999
175663,Giochi erotici nella terza galassia (1981),Adventure|Sci-Fi,Giochi erotici nella terza galassia,1981
175735,Himmat (1970),Action,Himmat,1970
175755,Nikudan (1968),Drama|War,Nikudan,1968
175772,Inspektorat i noshtta (1963),Crime|Drama,Inspektorat i noshtta,1963
175784,Javor a Juliana (1973),Drama|Mystery,Javor a Juliana,1973
175877,Made Men (1999),Action|Comedy|Thriller,Made Men,1999
175880,Magnolia (1999),Drama,Magnolia,1999
175908,Mere Hamdam Mere Dost (1968),Musical|Romance|Thriller,Mere Hamdam Mere Dost,1968
176097,Rocktober Blood (1984),Horror|Music,Rocktober Blood,1984
176105,Roti (1974),Drama|Romance|Thriller,Roti,1974
176121,Sawan Ki Ghata (1966),Musical|Romance,Sawan Ki Ghata,1966
176269,Universal Soldier: The Return (1999),Action|Sci-Fi,Universal Soldier: The Return,1999
176326,Without Evidence (1995),Thriller|Drama,Without Evidence,1995
176345,Zlaté kapradí (1963),Fantasy,Zlaté kapradí,1963
176411,A byahme mladi (1961),Drama,A byahme mladi,1961
176426,All the Rage (1999),Comedy|Drama,All the Rage,1999
176783,Gossip (2000),Drama|Mystery|Thriller,Gossip,2000
176948,Love and Action in Chicago (1999),Comedy|Drama|Romance|Thriller,Love and Action in Chicago,1999
177226,Sisters of Death (1976),Mystery|Thriller,Sisters of Death,1976
177473,Aa Gale Lag Jaa (1973),Action|Drama|Romance,Aa Gale Lag Jaa,1973
177507,Absolute Giganten (1999),Comedy|Drama,Absolute Giganten,1999
177746,Les enfants du siècle (1999),Biography|Drama|Romance,Les enfants du siècle,1999
177789,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Galaxy Quest,1999
177858,Im Juli. (2000),Adventure|Comedy|Romance,Im Juli.,2000
177882,Kebab Connection (2004),Action|Comedy|Romance,Kebab Connection,2004
177967,The Key to Sex (1999),Comedy,The Key to Sex,1999
177971,The Perfect Storm (2000),Action|Adventure|Drama|Thriller,The Perfect Storm,2000
178050,Sunset Strip (2000),Comedy|Drama,Sunset Strip,2000
178181,Aamne - Saamne (1967),Crime|Mystery|Romance,Aamne - Saamne,1967
178184,Aan Milo Sajna (1970),Drama|Musical|Romance,Aan Milo Sajna,1970
178186,Aandhi (1975),Drama|Romance,Aandhi,1975
178195,Aap Ke Deewane (1980),Romance,Aap Ke Deewane,1980
178218,Abhinetri (1970),Drama|Family,Abhinetri,1970
178546,Hammerhead (1987),Action,Hammerhead,1987
178561,Hay que educar a Niní (1940),Comedy,Hay que educar a Niní,1940
178579,Ho vinto la lotteria di Capodanno (1989),Comedy,Ho vinto la lotteria di Capodanno,1989
178642,The Invisible Circus (2001),Drama,The Invisible Circus,2001
178721,Lovers (1999),Drama,Lovers,1999
178737,Mansfield Park (1999),Comedy|Drama|Romance,Mansfield Park,1999
178856,La pícara soñadora (1956),Drama|Romance,La pícara soñadora,1956
178868,Ringu (1998),Horror|Mystery,Ringu,1998
178988,Whiteboyz (1999),Drama|Comedy,Whiteboyz,1999
179011,Bunny (1999),Animation|Short|Comedy,Bunny,1999
179074,American Pimp (1999),Documentary,American Pimp,1999
179098,Moonlight Mile (2002),Drama|Romance,Moonlight Mile,2002
179116,But I'm a Cheerleader (1999),Comedy|Drama|Romance,But I'm a Cheerleader,1999
179167,Emilie Muller (1994),Short|Comedy,Emilie Muller,1994
179183,Fortress 2 (2000),Action|Sci-Fi,Fortress 2,2000
179477,Storm Catcher (1999),Action|Thriller,Storm Catcher,1999
179544,De ydmygede (1999),Documentary,De ydmygede,1999
179626,15 Minutes (2001),Action|Crime|Drama|Thriller,15 Minutes,2001
179634,I Aliki sto Naftiko (1961),Comedy|Musical|Romance,I Aliki sto Naftiko,1961
179835,G:MT Greenwich Mean Time (1999),Drama|Music|Crime,G:MT Greenwich Mean Time,1999
179861,Icebreaker (2000),Action|Drama,Icebreaker,2000
179955,Macskafogó (1986),Animation|Adventure|Comedy|Crime|Family|Sci-Fi,Macskafogó,1986
180033,Paja i Jare (1973),Comedy,Paja i Jare,1973
180037,Paperback Hero (1999),Comedy|Romance,Paperback Hero,1999
180052,The Adventures of Pluto Nash (2002),Comedy|Action|Sci-Fi,The Adventures of Pluto Nash,2002
180073,Quills (2000),Biography|Drama,Quills,2000
180093,Requiem for a Dream (2000),Drama,Requiem for a Dream,2000
180177,"A Smell of Honey, a Swallow of Brine (1966)",Drama,"A Smell of Honey, a Swallow of Brine",1966
