movieId,title,genres,year,tmdb_id,tmdb_title,tmdb_release_date,tmdb_overview,tmdb_runtime,tmdb_genres,tmdb_top_cast,tmdb_keywords
537,Sirens (1994),Comedy|Drama,1994,12519,Sirens,1994-03-04,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",98,"Comedy, Drama","Hugh Grant, Tara Fitzgerald, Sam Neill, Elle Macpherson, Portia De Rossi","married couple, pastor, painting, seduction, drawing and painting, polyamory, blasphemy, 1930s"
538,Six Degrees of Separation (1993),Drama,1993,23210,Six Degrees of Separation,1993-12-08,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",112,"Mystery, Drama, Comedy","Stockard Channing, Will Smith, Donald Sutherland, Ian McKellen, Mary Beth Hurt","new york city, con man, art, art dealer, audacious, empathetic"
539,Sleepless in Seattle (1993),Comedy|Romance,1993,858,Sleepless in Seattle,1993-06-24,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",105,"Comedy, Drama, Romance","Meg Ryan, Tom Hanks, Ross Malinger, Bill Pullman, Rosie O'Donnell","journalist, friendship, lovesickness, airplane, love of one's life, unsociability, parent child relationship, loss of loved one, holiday, radio station, radio presenter, christmas party, seattle, washington, baltimore, usa, fiancé, radio, radio transmission, observation deck, love, valentine's day, woman director"
540,Sliver (1993),Thriller,1993,867,Sliver,1993-05-21,"A woman moves into a Manhattan apartment, where she learns that the previous tenant's life ended under mysterious circumstances.",107,"Drama, Thriller","Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp","new york city, telescope, based on novel or book, psychopath, eroticism, video surveillance, hidden camera, drug use, murder, stalking, invasion of privacy, neighbor, look-alike, landlord, female protagonist, sex talk, voyeurism, landlord tenant relationship, mind game, erotic movie, erotic thriller, sex video, similar crime, sexual curiosity"
541,Blade Runner (1982),Film-Noir|Sci-Fi,1982,78,Blade Runner,1982-06-25,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",118,"Science Fiction, Drama, Thriller","Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh","android, flying car, bounty hunter, artificial intelligence (a.i.), genetics, based on novel or book, dystopia, futuristic, fugitive, cyberpunk, los angeles, california, alcoholic, origami, unicorn, tech noir, humanity, neo-noir, human clone, blade runner, 2010s, dystopian sci-fi"
542,Son in Law (1993),Comedy,1993,13203,Son in Law,1993-07-02,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",95,"Comedy, Drama, Romance","Pauly Shore, Carla Gugino, Lane Smith, Tiffani-Amber Thiessen, Cindy Pickett","farm, thanksgiving, college, liar, pancreas, city boy"
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,1993,10442,So I Married an Axe Murderer,1993-07-30,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",93,"Comedy, Crime, Romance","Mike Myers, Nancy Travis, Anthony LaPaglia, Amanda Plummer, Brenda Fricker","scotland, butcher, sister, murder, axe murder"
544,Striking Distance (1993),Action,1993,11074,Striking Distance,1993-09-17,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",102,"Crime, Action, Mystery, Thriller","Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore, Brion James","boat, observer, serial killer, homicide detective, pittsburgh, pennsylvania"
545,Harlem (1993),Drama,1993,493,Shaft's Big Score!,1972-06-08,John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,105,"Action, Adventure, Crime, Mystery, Drama, Thriller","Richard Roundtree, Moses Gunn, Drew Bundini Brown, Joseph Mascolo, Kathy Imrie","helicopter, bomb, gambling, cemetery, coffin, attempted murder, investigation, observer, blaxploitation cinema, grave digger"
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,1993,9607,Super Mario Bros.,1993-05-28,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",104,"Adventure, Fantasy, Comedy, Family","Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis, Fisher Stevens","sibling relationship, saving the world, plumber, royalty, dinosaur, based on video game, aftercreditsstinger, woman director, multiple dimensions"
547,Surviving the Game (1994),Action|Adventure|Thriller,1994,17585,Surviving the Game,1994-04-15,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",96,"Action, Thriller, Adventure, Crime, Drama","Rutger Hauer, Ice-T, Charles S. Dutton, John C. McGinley, William McNamara",death game
548,Terminal Velocity (1994),Action,1994,9057,Terminal Velocity,1994-09-23,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,102,Action,"Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald, Gary Bullock","parachuting, ladykiller, kgb, sprung, paraquedismo"
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,1993,20967,Thirty Two Short Films About Glenn Gould,1993-11-26,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",93,"Drama, Music","Colm Feore, Derek Keurvorst, Derek Keurvorst, Katya Ladan, Joshua Greenblatt",
550,Threesome (1994),Comedy|Romance,1994,10635,Threesome,1994-04-08,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",93,"Comedy, Drama, Romance","Lara Flynn Boyle, Stephen Baldwin, Josh Charles, Alexis Arquette, Martha Gehman","love triangle, roommates, bisexuality, male friendship, jock, crush, polyamory, pillow fight, catcher in the rye, odd couple, water balloon, pregnancy scare, water gun, exploring sexuality, college friends, college roommate, gay theme, attempted seduction"
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,1993,9479,The Nightmare Before Christmas,1993-10-09,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",76,"Fantasy, Animation, Family","Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix","skeleton, fire, magic, holiday, santa claus, halloween, villain, musical, christmas tree, saving christmas, pumpkin, woods, stop motion, ghost, christmas horror, christmas"
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,1993,10057,The Three Musketeers,1993-11-11,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",105,"Action, Adventure, Comedy, Romance","Chris O'Donnell, Kiefer Sutherland, Oliver Platt, Charlie Sheen, Tim Curry","paris, france, based on novel or book, musketeer, king of france, 17th century, porthos, athos, d'artagnan, king louis xiii, year 1625"
553,Tombstone (1993),Western,1993,11969,Tombstone,1993-12-25,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",130,"Western, Action","Kurt Russell, Val Kilmer, Michael Biehn, Powers Boothe, Robert John Burke","right and justice, saloon, arizona, retirement, historical figure, wyatt earp, doc holliday, gambler, tuberculosis, gunfighter, tombstone arizona, 19th century, ok corral"
554,Trial by Jury (1994),Thriller,1994,41590,Trial by Jury,1994-09-09,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",107,"Drama, Action, Thriller","William Hurt, Joanne Whalley, Gabriel Byrne, Armand Assante, Kathleen Quinlan","organized crime, mob boss, legal thriller"
555,True Romance (1993),Action|Crime|Romance,1993,319,True Romance,1993-09-09,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",121,"Action, Crime, Romance","Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer, Gary Oldman","hotel, parent child relationship, movie business, detective, mexican standoff, pimp, cocaine, ex-cop, love, murder, on the run, mafia, comic book shop, los angeles, california, drugs, detroit, michigan, illegal prostitution, sicilian, gun violence, aspiring actor, neo-noir, intimate, love on the run, suspenseful, intense, comforting, euphoric"
556,"War Room, The (1993)",Documentary,1993,26408,The War Room,1993-11-03,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",96,"Documentary, History","James Carville, George Stephanopoulos, Heather Beckel, Paul Begala, Bob Boorstin","election campaign, politics, election, woman director, cinéma vérité, direct cinema"
557,Mamma Roma (1962),Drama,1962,47796,Mamma Roma,1962-09-22,"After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son she abandoned when he was an infant. But her former pimp threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",110,Drama,"Anna Magnani, Ettore Garofolo, Franco Citti, Silvana Corsini, Luisa Loiano","friendship, prostitute, rome, italy, parent child relationship, pimp, thief, wedding, church, single mother, lgbt, iconography, neorealism"
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,1994,15139,The Pagemaster,1994-11-23,"Rich knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",75,"Family, Fantasy, Animation","Macaulay Culkin, Christopher Lloyd, Whoopi Goldberg, Patrick Stewart, Frank Welker","rain, animated scene, bike, live action and animation"
559,"Paris, France (1993)",Comedy,1993,161158,"Paris, France",1994-02-04,A writer has torrid fantasy affairs with young men.,112,"Drama, Comedy","Leslie Hope, Peter Outerbridge, Victor Ertmanis, Dan Lett, Raoul Max Trujillo","infidelity, lgbt, cuckold, bisexual man, gay theme"
560,"Beans of Egypt, Maine, The (1994)",Drama,1994,218473,"The Beans of Egypt, Maine",1994-11-23,"The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",99,Drama,"Martha Plimpton, Kelly Lynch, Rutger Hauer, Patrick McGaw, Jennifer Warren",woman director
561,Killer (Bulletproof Heart) (1994),Thriller,1994,85247,Killer,1994-09-14,"Cynical hit man Mick is tiring of his job and asks his boss George for time off. However, George gives him the assignment of his life, prompting Mick's soul-searching to reach new heights. Mick is asked to kill sultry Fiona, who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",97,"Thriller, Drama, Romance","Anthony LaPaglia, Mimi Rogers, Matt Craven, Peter Boyle, Monika Schnarre","hitman, aftercreditsstinger, neo-noir, willing to be murdered"
562,Welcome to the Dollhouse (1995),Comedy|Drama,1995,11446,Welcome to the Dollhouse,1996-03-22,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,88,"Comedy, Drama","Heather Matarazzo, Brendan Sexton III, Eric Mabius, Matthew Faber, Daria Kalinina","sibling relationship, new jersey, parent child relationship, mockery, ugliness, dark comedy, bullying, coming of age, misfit, little girl, suburb, junior high school, school life"
563,Germinal (1993),Drama,1993,51980,Germinal,1993-09-29,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",160,"Drama, Romance","Miou-Miou, Renaud, Jean Carmet, Judith Henry, Jean-Roger Milo","industrial revolution, social movement, earnest"
564,Chasers (1994),Comedy,1994,24405,Chasers,1994-04-22,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",102,"Comedy, Romance","Tom Berenger, William McNamara, Erika Eleniak, Crispin Glover, Matthew Glave","prison, navy, waitress, escape, fight, handcuffs, fireworks, volcano, convertible, road trip, money, scam, inmate, escort, military, embezzlement, nervous"
565,Cronos (1992),Horror,1992,11655,Cronos,1993-11-05,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",94,"Drama, Horror, Thriller","Federico Luppi, Ron Perlman, Claudio Brook, Margarita Isabel, Tamara Shanath","immortality, scarab, invention, tycoon, aging, industrialist, antique dealer"
566,Naked in New York (1994),Comedy|Romance,1994,11800,Naked in New York,1993-11-10,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne,  and to whom you can turn to for help while facing life. From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",95,"Comedy, Romance","Eric Stoltz, Mary-Louise Parker, Ralph Macchio, Jill Clayburgh, Tony Curtis","new york city, author, gay friend, gay theme"
567,Kika (1993),Drama,1993,8223,Kika,1993-10-29,"When American author Nicholas brings in a cosmetologist named Kika to prepare the corpse of his recently deceased son, she inadvertently revives the young man, then falls in love with him. Forces conspire against the couple, though, as Nicholas wants Kika for himself.",117,"Comedy, Drama","Verónica Forqué, Victoria Abril, Peter Coyote, Rossy de Palma, Àlex Casanovas","suicide, marriage proposal, madrid, spain, funeral, photographer, cosmetologist, fake newsflash"
568,Bhaji on the Beach (1993),Comedy|Drama,1993,14587,Bhaji on the Beach,1993-09-11,A group of South Asian women try but cannot escape their problems on a day trip to a British beach resort.,100,"Comedy, Drama","Kim Vithana, Jimmi Harkishin, Sarita Khajuria, Akbar Kurtha, Mo Sesay","female friendship, bus trip, woman director, blackpool, birmingham, british asian"
569,Little Big League (1994),Children's|Comedy,1994,31504,Little Big League,1994-06-29,"When the owner of the Minnesota Twins passes away, he bequeaths the team to his preteen grandson. The newly minted head honcho quickly appoints himself manager, causing unrest in an organization that struggles to take orders from a 12-year-old.",119,"Comedy, Family","Luke Edwards, Timothy Busfield, John Ashton, Ashley Crow, Kevin Dunn","sports, baseball"
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,1993,41653,The Slingshot,1993-09-24,"Stockholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",102,Drama,"Stellan Skarsgård, Jesper Salén, Basia Frydman, Niclas Olund, Ernst-Hugo Järegård","child abuse, based on novel or book, parent child relationship, sadistic, class, socialism, fascist, condom, coming of age, spanking, antisemitism, working class, bigotry, childhood, reform school, slingshot, 1930s"
571,"Wedding Gift, The (1994)",Drama,1994,53185,Wide-Eyed and Legless,1993-09-05,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",102,"TV Movie, Drama, Romance, Comedy","Julie Walters, Jim Broadbent, Thora Hird, Sian Thomas, Andrew Lancel",
572,Foreign Student (1994),Drama,1994,95743,Foreign Student,1994-04-20,A French football playing exchange student falls in love.,90,"Drama, Romance","Robin Givens, Marco Hofschneider, Charlotte Ross, Edward Herrmann, Jack Coleman",
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,1993,,,,,,,,
574,Spanking the Monkey (1994),Comedy|Drama,1994,17600,Spanking the Monkey,1994-01-15,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",106,"Comedy, Drama","Jeremy Davies, Alberta Watson, Benjamin Hendrickson, Carla Gallo, Matthew Puckett","adultery, incest, injury, neighborhood, recuperation, mother son incest"
575,"Little Rascals, The (1994)",Children's|Comedy,1994,10897,The Little Rascals,1994-08-05,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",82,"Romance, Comedy, Family","Bug Hall, Brittany Ashton Holmes, Travis Tedford, Kevin Jamal Woods, Jordan Warkol","friendship, shenanigan, group of friends, woman director"
576,Fausto (1993),Comedy,1993,349394,À la Mode,1993-09-10,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",82,Comedy,"Jean Yanne, Ken Higelin, Florence Darel, François Hauteserre, Maurice Bénichou",coming of age
577,Andre (1994),Adventure|Children's,1994,21352,Andre,1994-08-17,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",94,"Family, Adventure, Comedy","Keith Carradine, Tina Majorino, Keith Szarabajka, Chelsea Field, Joshua Jackson",seal (animal)
578,"Hour of the Pig, The (1993)",Drama|Mystery,1993,70912,The Hour of the Pig,1993-09-25,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy.",112,"Drama, History, Thriller, Crime, Romance, Mystery","Colin Firth, Ian Holm, Donald Pleasence, Amina Annabi, Nicol Williamson","court case, child murder, animal attack, dark comedy, gothic, witchcraft, dark ages, french history"
579,"Scorta, La (1993)",Thriller,1993,68806,The Escort,1993-04-15,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",96,"Thriller, Crime, Drama","Claudio Amendola, Enrico Lo Verso, Carlo Cecchi, Ricky Memphis, Leo Gullotta","mafia, italian politics"
580,Princess Caraboo (1994),Drama,1994,37345,Princess Caraboo,1994-09-16,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?",97,"Comedy, Drama, History, Mystery","Jim Broadbent, Phoebe Cates, Wendy Hughes, Kevin Kline, John Lithgow",princess
581,"Celluloid Closet, The (1995)",Documentary,1995,32562,The Celluloid Closet,1996-03-15,"Exuberant, eye-opening movie that serves up a dazzling hundred-year history of the role of gay men and lesbians have had on the silver screen. Film contains fabulous footage from 120 films showing the changing face of cinema sexuality, from cruel stereotypes to covert love to the activist triumphs of the 1990s.",102,"Documentary, History","Lily Tomlin, Tony Curtis, Susan Sarandon, Gore Vidal, Whoopi Goldberg","media, hollywood, lgbt"
582,Metisse (Café au Lait) (1993),Comedy,1993,47507,Métisse,1993-08-18,"Lola is pregnant, and she isn’t sure who the father is: Félix, a Jewish delivery boy, or Jamal, a black law student.",94,"Comedy, Romance","Julie Mauduech, Hubert Koundé, Mathieu Kassovitz, Vincent Cassel, Tadek Lokcinski","pregnancy, polyamory"
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,1994,25403,Dear Diary,1993-11-12,"Nanni Moretti recalls in his diary three slice of life stories characterized by a sharply ironic look: in the first one he wanders through a deserted Rome, in the second he visits a reclusive friend on an island, and in the last he has to grapple with an unknown illness.",101,"Comedy, Drama","Nanni Moretti, Renato Carpentieri, Antonio Neiwiller, Claudia Della Seta, Lorenzo Alessandri","rome, italy, comeback, anthology, cancer, motorcycle, vespa, remote island, self-referential, semi autobiographical, autobiographical, urbanism, 1990s, personal diary, diary film, self-reflexive, deadpan comedy"
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,1993,124304,I Don't Want to Talk About It,1993-05-20,"In an Argentine village in the 1930s, the willful Leonor discovers that her beloved daughter, Charlotte, has dwarfism. Attempting to let her have as normal a childhood as possible, Leonor never discusses Charlotte's lack of stature, nor lets anyone else in the village ever mention it. As Charlotte grows up into a smart and self-possessed young woman, local eccentric Ludovico, who collects miniatures, becomes smitten with her.",106,"Romance, Drama","Marcello Mastroianni, Luisina Brando, Alejandra Podestá, Betiana Blum, Roberto Carnaghi","small town, dwarf, widow, argentina, woman director"
585,"Brady Bunch Movie, The (1995)",Comedy,1995,9066,The Brady Bunch Movie,1995-02-16,"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",89,"Family, Comedy, Romance","Shelley Long, Gary Cole, Christine Taylor, Christopher Daniel Barnes, Jennifer Elise Cox","supermarket, house, woman director"
586,Home Alone (1990),Children's|Comedy,1990,771,Home Alone,1990-11-16,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",103,"Comedy, Family","Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Roberts Blossom","burglar, holiday, home, alone, family relationships, slapstick comedy, little boy, home invasion, precocious child, booby trap, home alone, suburban chicago, mischievous child, aggressive, christmas, kids on their own, child rescue, burglars, wet bandits"
587,Ghost (1990),Comedy|Romance|Thriller,1990,251,Ghost,1990-07-13,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",127,"Fantasy, Drama, Thriller, Mystery, Romance","Patrick Swayze, Demi Moore, Whoopi Goldberg, Tony Goldwyn, Vincent Schiavelli","fortune teller, corruption, soulmates, afterlife, money transfer, money laundering, pottery, hell, heaven, love, murder, death, ghost, power of love, spiritism, everlasting love"
588,Aladdin (1992),Animation|Children's|Comedy|Musical,1992,812,Aladdin,1992-11-25,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",92,"Animation, Family, Adventure, Fantasy, Romance","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Gilbert Gottfried","princess, magic, tiger, cartoon, villain, parrot, sultan, flying carpet, wish, musical, love, monkey, nostalgic, arab, aftercreditsstinger, genie, arabian nights, animal sidekick, magic lamp, good versus evil, vibrant"
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1991,280,Terminator 2: Judgment Day,1991-07-03,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.",137,"Action, Thriller, Science Fiction","Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen","man vs machine, cyborg, shotgun, dystopia, moral ambiguity, post-apocalyptic future, villain, time travel, mental institution, juvenile delinquent, fictional war, urban setting, troubled teen, morphing, nuclear weapons, shape shifter, savior, catch phrase, aggressive, action hero, complex, good versus evil, sinister, depressing, commanding, compassionate, exhilarated"
590,Dances with Wolves (1990),Adventure|Drama|Western,1990,581,Dances with Wolves,1990-03-30,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",181,"Adventure, Drama, Western","Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant, Floyd ""Red Crow"" Westerman","friendship, mutiny, countryside, based on novel or book, unsociability, wolf, culture clash, self-discovery, freedom, desertion, language barrier, dakota, buffalo, native american, kansas, usa, sioux, tennessee, snow, pawnee tribe, 19th century, lakota, bison, somber, early america, provocative, dramatic, intense, powerful"
591,Tough and Deadly (1995),Action|Drama|Thriller,1995,80350,Tough and Deadly,1995-02-14,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,92,"Thriller, Action, Drama","Billy Blanks, Roddy Piper, Richard Norton, Charles Kahlenberg, James Karen","central intelligence agency (cia), amnesia, drug smuggling"
592,Batman (1989),Action|Adventure|Crime|Drama,1989,268,Batman,1989-06-21,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.",126,"Fantasy, Action, Crime","Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl, Pat Hingle","dual identity, double life, chemical, crime fighter, superhero, villain, based on comic, vigilante, mobster, organized crime, criminal, super power, madness, vigilantism, cautionary, good versus evil"
593,"Silence of the Lambs, The (1991)",Drama|Thriller,1991,274,The Silence of the Lambs,1991-02-14,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",119,"Crime, Thriller, Drama","Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald","based on novel or book, kidnapping, psychopath, fbi, scientific study, murder, serial killer, psychological thriller, brutality, cannibal, psychiatrist, moth, virginia, neo-noir, twisted, skinning, past history, suspenseful, intense, psychological profiling"
